Name,Address,,State,City,Phone,Email,PPN
Kushbir Kalra Memorial Hospital,13  Ajit Nagar  Amritsar,,Punjab,Amritsar,0183-5016774,MKKMHOSP1@YAHOO.COM,Yes
Kusum Maternity And Childrens Hospital,SADGURU ARCADE  1ST FLR  NEAR HDFC BANK  OPP. MODERN CAFE  PHADKE CROSS ROAD.,,Maharashtra,Thane,,,Yes
Kusuma Hospital,237/37 10th Main 50ft Road Nagendra Block Srinagar Bangalore,,Karnataka,Bengaluru,80-26421948 / 26421177,kusumahospital@gmail.com,Yes
Kusuma Hospital,7-7-5/4  Near Town Railway Station,,Andhra Pradesh,Kakinada,2376229,KUSUMAHOSPITAL86@GMAIL.COM,No
Kutch Orthopaedic Hospital,PLOT NO:5/6  35-36,,Gujarat,Bhuj,230023,,No
Kute Hospital And Laproscopy Center,40foot Dp Road Tajane Mala Navin Nagar,,Maharashtra,Sangamner,226688,kutehospiandlaproscopycenter@gmail.com,No
Kutumb Hospital,Main Bajghera chowk  New palam vihar  Sector- 110  Gurgoan,,Haryana,Gurgaon,7042594006,KUTUMBHHOSPITAL@GMAIL.COM,No
Kvc Super Speciality Hospital,Krishna Vilas Rd  Subbarayanakere  Chamrajpura  Mysuru  Karnataka 570005,,Karnataka,Mysore,,,No
Kvr Hospital,sanjeevanagar nandyal,,Andhra Pradesh,Nandyal,,,No
Kvr Hospital,#4/207  Besides Super Bazar Road  Gandhi Road Proddatur,,Andhra Pradesh,Proddatur,8897372577,,No
Kvr Hospital,near reliance petrol pump moradabad road kashipur,,Uttarakhand,Kashipur,8057993479,,No
Kvt Speciality Hospital,Plot. No. 1  2  3 Ethirajsamy Salai,,Tamil Nadu,Chennai,44-42834516/42830256/43806115,kvtspeciality@gmail.com,Yes
L M Care Maternity And General Hospital,4-601/33/9b  Barey Hills Ring Road  Gulbarga,,Karnataka,Kalaburagi,08472 - 245226,lmcarehospitalringroad@gmail.com,No
L R M Jain Hospital,95/7-2  Civil Lines  Jhansi,,Uttar Pradesh,Jhansi,0510 - 2443080 / 09415031320,doctorsubhashjain@gmail.com,No
L V Prasad Eye Institute,Banjara Hills  Hyderabad,,Telangana,Hyderabad,040 - 23608262 / 23548273 / 23548267,KAR-insurance@lvpei.org,Yes
L V S Eye Hospital,13-A  Palaniappa Street  Opp To Govt. Hospital,,Tamil Nadu,Erode,0424 - 2257131 / 9486605822,drlvs@yahoo.com,Yes
L Y Desai Memorial Sparsh Multispeciality Hospital,RADHAKRISHNA NAGAR NEAR MULGUNEL ROAD,,Karnataka,Gadag,297250,LYDMSPARSHHOSPITAL.GADAG@GMAIL.COM,No
Lady Care Womens Hospital And Child Care,B- Block  Iind Floor  Swaminarayan Avenue   Aec Cross Road  132 Ring Road  Naranpura,,Gujarat,Ahmedabad,9825068692/7359918002,drminol@hotmail.com,Yes
Lahole Netra Hospital,KEDIA PLOT  RAM NAGAR  AKOLA.,,Maharashtra,Akola,2455567,,No
Lahoti Medicare Center,4/5  Old Palasia  Ravindra Nagar,,Madhya Pradesh,Indore,0731 - 4271600 / 2490577 / 2492621 / 4065616 / 617,lahotimedicarepvtltd31@gmail.com,Yes
Lake View Hospital,100 A  Perambur Lakshmipuram,,Tamil Nadu,Chennai,44-25659911,LVHCHENNAI@YAHOO.CO.UK,Yes
Lakecity Hospital,2/3 Jai Siddhi Vinayak Premises  next to Kotak Mahindra Bank  Cadbury Junction  Thane west,,Maharashtra,Thane,25362233,LAKECITYHOSPITALTHANE@GMAIL.COM,Yes
Lakeshore Hospital And Research Centre Ltd,Nh-47 Bye Pass  Maradu  Nettoor P.O.,,Kerala,Ernakulam-Cochin,0484-2701032/2701033,INSURANCEHELPDESK@LAKESHOREHOSPITAL.ORG,No
Laksha Hospitals,15.P.S. Siva Samy Salai  Mylapore  Chennai 600 004  Mylapore,,Tamil Nadu,Chennai,24997955/56,lakshahospitals@yahoo.com,Yes
Lakshmana Multispeciality Hospital,23 C/1  Tpk Road  Pykara,,Tamil Nadu,Madurai,0452 - 2371369 / 6504408,LAKSHHOSP@GMAIL.COM,No
Lakshmi Arundhati Nursing Home,Msc Bose Road  Near Sbi  Tanuku,,Andhra Pradesh,West Godavari,08819 - 224679 / 9493307099,lakshmiarundhatihospital@gmail.com,No
Lakshmi Eye Hospital,NO. 290  15TH CROSS OPP. KANTI SWEETS,,Karnataka,Bengaluru,40919244/9591872299,LAKSHMIEYEHOSPITAL.YEH@GMAIL.COM,Yes
Lakshmi Hospital,402  2nd Cross  Judges Colony Ganganagar  402  2nd Cross  Judges Colony Ganganagar  Bangalore - 560032,,Karnataka,Bengaluru,080 - 23335184 / 23333241,lakshmihospitalrtnagar@gmail.com,Yes
Lakshmi Hospital,14  Govindan Road  West Mambalam  Chennai,,Tamil Nadu,Chennai,044 - 24851373,lakshmihospital33@gmail.com,Yes
Lakshmi Hospital,3  Race Course Road  Chokkikulam  Madurai,,Tamil Nadu,Madurai,2545800,SARAVANANATHAN@LAKSHMIHOSPITALAWT.CO.IN,No
Lakshmi Hospital,#14  Tank Street  Hosur,,Tamil Nadu,Hosur,04344 - 320999 / 325444,vijirenga@gmail.com,No
Lakshmi Hospital,OPP GANESHA TEMPLE DOOM LIGHT CIRCLE,,Karnataka,Kolar,225595,LAKSHMIHOSPITALKOLAR09@GMAIL.COM,No
Lakshmi Hospital,29 P.S.R.ROAD ,,Tamil Nadu,Sivakasi,221555/222934,DRVENKY1@GMAIL.COM,No
Lakshmi Hospital,Sreenarayana Chittur Road  Palakkad,,Kerala,Palakkad,0491 - 04912539999 / 2529999,insurance@lakshmihospitalpalakkad.com,No
Lakshmi Hospital(Cashless only for Lakshadweep GMC Policy),Diwans Road Ernakulam,,Kerala,Ernakulam-Cochin,0484 - 2382111 / 2382112 / 2382113,reimbursement@lakshmihospital.in,No
Lakshmi Hospitals,Madurai Rd  Opp Ram Theatre  Tirunelveli,,Tamil Nadu,Thirunelveli,2333830,LAKS.HOSPITAL@YAHOO.COM,No
Lakshmi Maternity And Nursing Home,3-6-191/1/182  Urdu Hall Lane Hyderguda Hyderabad,,Telangana,Hyderabad,040 - 23225692 / 66363498,mallubabu70@gmail.com,Yes
Lakshmi Maternity Children S Maternity Hospital,No. 16/4  Markayankottai Road  Chinnamanur,,Tamil Nadu,Theni,04554 - 247456 / 247464,dr_n_sundar@yahoo.com,No
Lakshmi Maternity Home,# 95 & 96  15th Cross  Margosa Road  Malleswaram Bangalore,,Karnataka,Bengaluru,080 - 23347276,lakshmimaternityhome@gmail.com,Yes
Lakshmi Maternity Hospital,NEW NO 10 3RD AVENUE INDIRA NAGAR ADYAR,,Tamil Nadu,Chennai,0,,Yes
Lakshmi Meenakshi Eye And Maternity Care,#13-8-66  7th Lane ,,Andhra Pradesh,Guntur,2265773,LAKSHMIMEENAKSHIHOSPITAL@GMAIL.COM,No
Lakshmi Nursing Home,6  Shandy Road  Pallavaram,,Tamil Nadu,Chennai,044 - 22640883 / 22640724,lnhchennai43@gmail.com,No
Lakshmi Nursing Home,2/261-1-1 JAMMALAMADUGU ROAD BUDDAYAPALLI PRODDATUR.,,Andhra Pradesh,Proddatur,08564-244333,LAKSHMINURSINGHOME2007@GMAIL.COM,No
Lakshmi Nursing Home,NEW BIRDGE ROAD  OPP VISVESWARAYA SCHOOL   BHADRAVATHI,,Karnataka,Bhadravathy,266218,rksrivathsa@hotmail.com,No
Lakshmi Womens Hospital,23/399  Ramanaidupet,,Andhra Pradesh,Machalipatnam,,lakshmimkv@yahoo.com,No
Laksmi Hospital,No. 7/8 Pillaiyar Koil Streat Dharapadavedu  Katpadi,,Tamil Nadu,Vellore,416-2242670,laksmihospital@yahoo.com,No
Lal Memorial Hospital,Madayikonam P O Irinjalakuda Thrissur Dist,,Kerala,Irinjalakuda,0480 - 2826799 / 2826570 / 2825889,lalhospital1978@yahoo.in,No
Lal Superspecility Dental And Implant Clinic,625/20 MAIN ROAD MADANPURI ROAD NEAR PATAUDI CHOWK,,Haryana,Gurgaon,9810611790,,Yes
Lala Harbhagwan Dass Memorial And Dr Prem Hospital Pvt Ltd,Bishan Sarup Colony  Opp. Bus Stand  Near Deep Hotel,,Haryana,Panipat,0180 - 2697197 / 2645191,premhospitalpnp@rediffmail.com,No
Lalitha Bhavani Hospital,Opp to old Murali Krishna Hospital  Shivaji nagar  Siddipet Dist,,Telangana,Siddipet,0,,No
Lalitha Hospital,828-A  Cross Cut Road  Gandhipuram,,Tamil Nadu,Coimbatore,0422 - 2499533 / 2499698,drpsundarraj@yahoo.com,No
Lalitha Hospital,3-16-312/2 Opp: ITI,,Telangana,Warangal,2428616,insurance.lalitahospitalwgl@gmail.com,No
Lalitha Super Speciality Hospital,Gowri Sankar Theatre Road  Kothapet,,Andhra Pradesh,Guntur,0863 - 2217401 / 2217402 / 5542867,lalithahospitals@gmail.com,No
Lall 20/20 Eye Care Pvt Ltd,Plot no. 50 SP  Sector - 45  Wazirabad  Gurgaon,,Haryana,Gurgaon,0124 - 4053858,LALL2020EYECARE@GMAIL.COM,Yes
Lall Eye Care Centre,365/4  New Railway Road,,Haryana,Gurgaon,0124 - 4065410,drashishlall@gmail.com,Yes
Lall Nursing And Maternity Home,New Railway Road  Gurgaon,,Haryana,Gurgaon,0124 - 2322410 / 09312948210,drkapillall@gmail.com,Yes
Landmark Hospital,Plot No 1  2  3 Survey No 127  Mck Block 2   Hydernagar Main Road  Hyderabad 500085,,Telangana,Hyderabad,4545999/965814110,LANDMARKHOSPITALS@GMAIL.COM,Yes
Landmark Hospital,Hospital Site 122  Sector-33-C  Near Terraced Garden,,Haryana,Chandigarh,0172 - 4027000 / 9814509814,cashless@landmarkhospital.in,Yes
Langhe Hospital (Cashless Only For Pvt Insurer),6092 Ecogram Road Shikrapur,,Maharashtra,Pune,9975601969,LANHEHOSPITALMEDICLAIM@GMAIL.COM,No
Laparocare Surgical Hospital,Z-2 5 6 7 Upper Ground Floor  Shankheshwar complex,,Gujarat,Surat,261-2462222,,No
Laser And Laparospic Hospital,121  G.N Chetty Road  T.Nagar,,Tamil Nadu,Chennai,044-28150651,ashokllhtnagarchennai@gmail.com,Yes
Late Smt Shantadevi Mahendra Verma Memorial Hospital,281   Jawahar Nagar  Manewada Cement  road Nagpur,,Maharashtra,Nagpur,2753782,SHREEVIGHNAHARTAHOSPITAL@GMAIL.COM,No
Latha Childrens Hospital,10-2-30  2nd lane  sambhasivapet  guntur,,Andhra Pradesh,Guntur,2223007,,No
Latha Eye Hospital,63-A  Thuraiyur Raod  Namakkal,,Tamil Nadu,Namakkal,04286 - 234545,shivaopthal@yahoo.co.in,Yes
Latha Nursing Home,2nd Main  9th Cross  P.J. Extension  Davangere - 577002,,Karnataka,Davanagere,08192 - 255203 / 256995,lathanursinghome1_06@yahoo.co.in,No
Latha Poly Nursing Home,DNO:- 8/702,,Andhra Pradesh,Proddatur,,LPNHR20@GMAIL.COM,No
Latha Poly Nursing Home And Multi Spl Hospital,3-1460  Holmespet  near Gandhi road and Inside Ramalingareddy hospital complex  Proddatur,,Andhra Pradesh,Kadapa,08564 - 251874,jayabharathsagili@gmail.com,No
Latkar Hospital,Latkar Hospital Niyoshi Park 2   Sanghavi Nagar  D.P Road  Opp.Dass Showroom  Aundh  Pune - 411007,,Maharashtra,Pune,020 - 25883678,latkarhospital@yahoo.co.in,No
Lavanya Hospital,No. 2  Ramasamy St  Sardar Road,,Tamil Nadu,Udumalpet,04252 - 224854 / 229622,laavanyahospital@gmail.com,No
Laxmi Clinic Hospital,old dnyaneshwar road dnyneshwar chiwk newasa kh,,Maharashtra,Nevasa,241434,,No
Laxmi Eye Institute,Hamid Mulla Road  Old Uran Road  Panvel - 410 206,,Maharashtra,Raigad,27452228/3147,TPA@LAXMIEYE.ORG,Yes
Laxmi Health Care Center And Iccu,210/3042 Near Sangli Sahakari Bank Tagor Nagar No 1,,Maharashtra,Mumbai,22-25748831/25748851,drbdpawar@gmail.com,Yes
Laxmi Hospital,354  Shree Ganesh Complex   Above TDC Bank   Mankoli Naka  Anjur Road   Mankoli,,Maharashtra,Thane,266660,LAXMIHOSPITAL2222@GMAIL.COM,No
Laxmi Hospital,12/446  Panepally  Mattancherry,,Kerala,Ernakulam-Cochin,0484 - 2226758 / 2210601,laxmihospital2000@gmail.com,No
Laxmi Hospital And Diagnostic Centre,1st & 2nd Floor  Samarpan Complex  Ambail Bhopal Ring Road   Ambali,,Gujarat,Ahmedabad,233544/234844,laxmihearthospital@gamil.com,Yes
Laxmi I C U And Nursing Center,Shribag No. 3  Opp. Raigad Bazar  Alibag- Raigad,,Maharashtra,Raigad,02141-227483/220040,LAXMINURSING.ICU@GMAIL.COM,No
Laxmi Jyot Eye Hospital,Nandgaonkar Heights  1st Floor  Uthalsar Naka  Thane-west,,Maharashtra,Mumbai,022 - 25473811 / 9821154553,sandeepdesai08@rediffmail.com,No
Laxmi Memorial Hospital,1/2 new palasia,,Madhya Pradesh,Indore,0731-4072000,,No
Laxmi Multispeciality Hospital And Icu,OFFICE NO.103 GHANSHYAM BHUVAN BESIDE BANK OF INDIA PLOT NO.10 SECTOR-3 GHANSOLI,,Maharashtra,Navi Mumbai,27545728,,Yes
Laxmi Narasimha Hospital,2-2-316  Hanamkonda  Naimnagar,,Telangana,Warangal,0870 - 2531122,yerramreddyvinod@yahoo.co.in,No
Laxmi Narayan Hospital,1125 Nagpur Road Madan Mahal Jabalpur Nagpur Road Near SBI BANK,,Madhya Pradesh,Jabalpur,2492725,LAXMINARAYANHOS@GMAIL.COM,No
Laxmi Netralaya,MAHAVIR TOLA   ARA - 802301,,Bihar,Bhojpur,6182-222274,,No
Laxmi Poly Clinic,152/18  Polpettai West Near New Busstand,,Tamil Nadu,Tuticorin,462-2337222,laxmipolyclinic13@gmail.com,No
Laxmi Sai Modern Eye And Maternity Hospital,Dr.Ashok Reddy New Building  Miryalaguda  Nalgonda District.,,Telangana,Miryalaguda,08689-232344,drdravikumar@gmail.com,No
Lazarus Hospital,# 10-50-2  Waltair Main Road,,Andhra Pradesh,Visakhapatnam,0891 - 27802780,varmavv@hotmail.com,No
Lbs Hospital,73  OPPOSITE MOTIA TALAB  TAJUL MASAJID ROAD,,Madhya Pradesh,Bhopal,755-2666444/9893625432/8055235898,CORP.LBSHOSPITAL@GMAIL.COM,No
Lee Kidney Care Hospital,No.5  vanamamalai nagar  byepass road  - madurai-625016,,Tamil Nadu,Madurai,4200854,,No
Leela Eye Institute Llp,1st Floor  Patel Plaza  Murbad Road  Near Ajit Scan Centre  Kalyan(W),,Maharashtra,Thane,0251- 2327474,leelaeyeinstitute@gmail.com,Yes
Leela Hospital,Plot No: 112C and 112D  Near Community Hall  Mothi Nagar ,,Telangana,Hyderabad,23834241,srijyo149@gmail.com,Yes
Leela Hospital,PLOT NO-14 & 15  SURYA NAGAR COLONY  BESIDE MUKUND THEATRE  MEDCHAL,,Telangana,Malkajgiri,220142,sghshospital.khanna@gmail.com,No
Leelavatti Multispeciality Hospital,#7.2ND MAIN ROAD  CHAMARAJPET BENGALORE,,Karnataka,Bengaluru,0,leelavattihospital@gmail.com,Yes
Leelawati Hospital,9 Inder Nagar  Near Arya Chowk   Police Line Ambala City,,Haryana,Ambala,0171 - 6539004,lwhambala@gmail.com,Yes
Lele Hospital And Research Centre Pvt Ltd,Kulkarni Colony  Sharanpur Road  Near Kulkarni Garden. Opp. Nelson Hospital  Nasik 422002,,Maharashtra,Nashik,0253 - 2571311 / 2572517,pushkarlele@gmail.com,No
Leo Hospital,Kalpetta P.O.  Wayanad,,Kerala,Wayanad,04936 - 202550,leohospitalkalpetta@rediffmail.com,No
Leo Ortho Care Hospital,790 SOWRIPALAYAM PIRIVU  TRICHY ROAD.,,Tamil Nadu,Coimbatore,7502938838,,Yes
Leonard Hospital,Sisters Of The Cross Of Chavanod  Batlagundu  Dindigul,,Tamil Nadu,Dindigul,04543 - 262041 / 262670 / 262340,holyleonard@gmail.com,No
Levin’s Diabetes And Dental Speciality Hospital,P.NO.555 ,,Tamil Nadu,Madurai,0452-4373522,MD@LEVINDIABETESHOSPITAL.COM,No
Liberty Hospital,# 1799-1800  Phase -38-2,,Punjab,Mohali,0172 - 2273402 / 5094628,liberty_hospital@rediffmail.com,Yes
Liberty Hospitals,#74-1-2  King Sqaure Complex  Opp: Auto Nagar Busterminals  Patamata  Mg Road  Vijayawada,,Andhra Pradesh,Vijayawada,2554888,LIBERTYHOSPITALS.1@GMAIL.COM,No
Life Care Hospital,New No 77 Old No 29  Adithanar Salai (Harris Road) Pudupet Chennai-600 002,,Tamil Nadu,Chennai,42641671,lifecareinsurancedesk@yahoo.in,No
Life Care Hospital,Saptshrungi Complex  Opp. Lekha Nagar Bus Stop  Mumbai Agra Highway  Nasik - 422009,,Maharashtra,Nashik,253 -6646444,mediclaim@lifecare-hospital.in,No
Life Care Hospital,S-1 First Floor Vedant Complex Above ICICI Bank Kores Road Vartak Nagar Thane (W),,Maharashtra,Thane,25855081,LIFECAREHOSPITAL2012@GMAIL.COM,Yes
Life Care Hospital,Cama Hotel Road  Khanpur  Ahmedabad - 380001  Near Borsalli Apartment Road  Near Jain Derasar,,Gujarat,Ahmedabad,255509844/9824600553 /9879465220,SHAHTUSHAR58@GMAIL.COM,Yes
Life Care Hospital,RADHIKA APARTMENT,,Maharashtra,Thane,7738502867,LIFECAREKALYAN@GMAIL.COM,Yes
Life Care Hospital,2  Scheme No. 78  Part-2  Near Pollution Control Board   Indore,,Madhya Pradesh,Indore,0731-2444444,mediclaim@lifecarehospital.co.in,Yes
Life Care Hospital,E-1  Sec-61,,Uttar Pradesh,Noida,120-6516161,lifecare61@gmail.com,No
Life Care Hospital,CHAUHAN PYAAU,,Madhya Pradesh,Gwalior,4040601,,No
Life Care Hospital,1st And 2nd Floor  Bajrang Square  Opp Ongc  Near Baroda Dairy  Vadodara,,Gujarat,Vadodara,6066688,LIFECAREHOSPITAL712@YAHOO.IN,No
Life Care Hospital,M.S Road  Parvathipuram Nagercoil,,Tamil Nadu,Nagarcoil,,,No
Life Care Hospital,OPP BUS STAND,,Punjab,Khamano,503002,careplushospital@gmail.com,No
Life Care Hospital,M S MANZIL A BLOCK ROAD NEAR GURUDWARA SHAHAD STATION ROAD ULHASNAGAR  Thane  Maharashtra-421004,,Maharashtra,Ulhasnagar,0251-2705984,LIFECAREULHASNAGAR@GMAIL.COM,Yes
Life Care Hospital & Ortho Centre,Shivaji Chowk Booty More Ranchi Jharkhand,,Jharkhand,Ranchi,9110912544/7765999986,,No
Life Care Hospital And Health Chek-Up Centre,175  Vihar Society Part-2  Shailputri Bldg  Singanpur Char Rasta  Ved Road,,Gujarat,Surat,0,lifecarehospital08@gmail.com,No
Life Care Hospital And Physiotherapy Centre,tower-a 1st floor shiv spandan heights narayan school road gurukul cross road dabhoi ring road,,Gujarat,Vadodara,9586777188,,No
Life Care Institute Of Medical Sciences And Research Pvt Ltd,At Sardar Patel Statue  Stadium Road  Naranpura,,Gujarat,Ahmedabad,079 - 26460322 / 26464343 / 40204020,limsar320@gmail.com,Yes
Life Care Medical Centre,Pataudi Chowk  Main Madan Puri Road,,Haryana,Gurgaon,0124 - 2221590 / 2222590 / 4118254 / 4118255,lifecare.gurgaon@gmail.com,No
Life Care Multispeciality Hospital,Om aaiji darshan c.h.s shop no.1 2 18.A-101 vichumbe new panvel dist.raigad,,Maharashtra,Raigad,7208721887,LIFECAREVICHUMBE@GMAIL.COM,Yes
Life Care Multispeciality Hospital,Life Care Marg  Behind Sarvajanik School  Near Dhobi Talav  Khariwad  Nani Daman,,Gujarat,Daman,260-2250050,lifecaredaman@yahoo.com,No
Life Care Nursing Home,72  Suri Road  Near 108  Shiv Mandir  Purba Bardhaman,,West Bengal,Burdwan,8641935782,lifecare.mediclaim@gmail.com,No
Life Hospital,NH SITE 1  OPP HANUMAN MANDIR,,Haryana,Faridabad,0129-4871115,,Yes
Life Hospital,OLD CLUB ROAD KOTHAPET,,Andhra Pradesh,Guntur,2244277,,No
Life Kare Hospital (A Unit Of Kantha Healthcare Pvt Ltd),#3  Nirankari Colony  FGC Road,,Punjab,Amritsar,183-2572500,lifekarehospital@yahoo.com,Yes
Life Line Hospital,Opp.Ashirvad Mangal Karyalay Near Hari Mandir Angol Belagavi,,Karnataka,Belgaum,4263330/4263232,,No
Life Line Hospital,# 14  A.B Road  Anoop Nagar,,Madhya Pradesh,Indore,0731 - 2575611 / 13 / 3012611,sohail.ashrf@gmail.com,No
Life Line Hospital,Sec-1  Indrayaninagar  Near Hotel Haveli  Pune-Nasik Highway  Bhosari,,Maharashtra,Pune,020 - 69148259 / 9503164342,sanjay_pooja20@yahoo.co.in,No
Life Line Hospital Thane,Shiv Tower Opp TJSB Bank Khopat Thane West,,Maharashtra,Thane,022-25422501,LIFELINEHOSPITALTHANE@GMAIL.COM,Yes
Life Line Hospital.,Opp S.T.Stand  Shivaji Road  Panvel-410206,,Maharashtra,Mumbai,27458171/27461260,lifelinepanvel@gmail.com,Yes
Life Line Medical Research And Cancer Institute,nh31 by pass road opp.atc godown po sevoke road siliguri,,West Bengal,Siliguri,9832451262,,No
Life Line Medicare And Orthopaedic Centre,38  Mother Teresa Road  Lower Chelidanga,,West Bengal,Asansol,2282448,LIFELINENURSINGHOME2015@GMAIL.COM,No
Life Line Medicare Hospital,1 & 2  Ground Floor  Dlh Park  Near M.T.N.L. S.V.Road  Goregaon (W),,Maharashtra,Mumbai,022-28758100,tpa@lifelinemedicarehospitals.com,Yes
Life Line Medicare Hospital,A-1  Gagan Chambers  Nr Gokuldham Medical Centre  Gokuldham  Goregaon (E),,Maharashtra,Mumbai,28402506/28411717,tpa@lifelinemedicarehospitals.com,Yes
Life Line Multispeciality Hospital,Jyoti Apt.  Opp Tata Amantra City  Bypass Rajnjnoli naka  Bhiwandi,,Maharashtra,Thane,0,lifelinehosp3@gmail.com,Yes
Life Line Multispeciality Hospital,1st Flr   Shreenathji Compex  Opp. Jhulel Temple   Ramnagar Char Rasta  Rander Road,,Gujarat,Surat,2766000,info@lifelinesurat.com,No
Life Line Multispeciality Hospital Maternity Home & Icu,Plot No.20 Gut No.103 Opp. Surya Lawns Beed Bypass Devlai ,,Maharashtra,Aurangabad,9067028989/9067038989,,No
Life Line Nursing Home,4-A Wood Street,,West Bengal,Kolkata,033 - 22801344 / 5086 / 22878083,lifeline_dcnh@yahoo.co.in,Yes
Life Linne Multispeciality Hospital And Critical Care,opp head post office pandey dairy chowk jalgaon,,Maharashtra,JALGAON,,,No
Life Medicity,AGHA CHOWK,,Madhya Pradesh,Jabalpur,0,,No
Life Point Multispeciality Hospital,Sr. No.145/1  Near Hotel Sayaji  Wakad  Near Hotel Sayaji,,Maharashtra,Pune,020 - 66434343,mediclaim@lifepointhospital.in,Yes
Lifecare Charitable Hospital,C wing  Martin commercial complex  New Link road  Nallasopara  Thane  Maharashtra - 401209.,,Maharashtra,Thane,6061111,dr.durgeshjoshi@gmail.com,Yes
Lifecare Hospital,Gujagar bypass road    Chiplun,,Maharashtra,Chiplun,2352-204575,,No
Lifecare Hospital,15  RAILWAY ROAD   OPP GH   KANCHIPURAM,,Tamil Nadu,Kanchipuram,9003258558,LIFECAREHOSPITALS@YMAIL.COM,No
Lifecare Nursing Home,27  Dharamtala Road  Belur Station road,,West Bengal,Bally,26549990,LIFECARE56@GMAIL.COM,No
Lifeera Multispeciality Hospital,Granduar CHS Shop no.F101 First Floor Above Central Bank of India Plot No.33 & 34 Sector-20 Kamothe,,Maharashtra,Kharghar,810478323,,Yes
Lifeline Hospital,Gate No 648/2  Near Shreyash Garden   Kesanand Phata   Wagholi Pune-412207,,Maharashtra,Pune,20-30400403/01/00,lifelinehospitalmediclaim@gmail.com,Yes
Lifeline Hospital,#122 JAMBUNATHROAD WARD 24,,Karnataka,Hospet,9480199611,,No
Lifeline Hospital Of Medical Science,JINDAL CHOWK  HISAR,,Haryana,Hisar,8950011000,PAWAN@LIFELINEHISAR.COM,No
Lifeline Iccu & Maternity Nursing Home (Lifeline Hospital Heart Institute And Diagnostic Centre),B201  vishal Complex  Malad west,,Maharashtra,Mumbai,28074040,DRKAMLESHNSHAH@GMAIL.COM,Yes
Lifeline Medicare Hospitals,1 st Floor Above Saraswat Bank,,Maharashtra,Mumbai,28758100/01/02/03,MD@LIFELINEMEDICAREHOSPITALS.COM,Yes
Lifeline Multispeciality Hospital,Malad subway  Sainath road  Malad West  Mumbai- 400064,,Maharashtra,Mumbai,2882683,DRKAMLESHNSHAH@GMAIL.COM,Yes
Lifeline Multispecialty Hospital,25  Acre Extension   Near Fountain Chowk  Barnala.,,Punjab,BARNALA,01679 -230784/09216322630/ 09216322632/ 0981554651,lifelinebarnala@gmail.com,No
Lifeline Trimurty Hospital,D.No. 29 -19-80  Dornakal Road,,Andhra Pradesh,Vijayawada,2442070,lifelinetrimurthyhospitals@gmail.com,No
Lifewave Hospital Llp,A5 sukh sagar Bachhani nagar,,Maharashtra,Mumbai,28835921,LIFEWAVEHOSPITAL@GMAIL.COM,Yes
Likhitha Super Speciality Hospital,2-15-57/a kota center stenapalli road narsaraopet,,Andhra Pradesh,Narasaraopet,,,No
Lilavati Hospital And Research Centre,A-791  Bandra  Reclamation Bandra,,Maharashtra,Mumbai,26751588/26568089,tpa@lilavatihospital.com,No
Lilavati Orthopaedic Hospital (Cashless Only For Jsvy Scheme),Behind Viram Complex  Shiv Shakti Society  Anjar,,Gujarat,Anjar,9898519935,,No
Link Hospital,Shivpuri Link road  Infront of Prem Motors  Gwalior 474001,,Madhya Pradesh,Gwalior,8349522333,,No
Link Polyclinic Nursing Home,Arunodaya Nagar Link Road Cuttack,,Odisha,Cuttack,0671 - 2312552 / 2312123,santanu_link@yahoo.co.in,No
Lioness Karnavati Eye Hospital,2ND FLOOR  GOLDEN TRIANGLE,,Gujarat,Ahmedabad,27681249 / 27681947,,Yes
Lions Club Of Hyderabad Sadhuram Eye Hospital,1-2-8  Gaganmahal Road  Domalguda,,Telangana,Hyderabad,040 - 66664420,sadhurameyehospital@gmail.com,Yes
Lions Hospital,PLOT No- 101 Secor-07 ,,Maharashtra,Mumbai,27548200/27544012,LIONSHOSPITAL4TPA@GMAIL.COM,Yes
Lions Karnavati Shantaben Vishnubhai Patel Eye Hospital,Off. S.P Ring Road,,Gujarat,Ahmedabad,244052/53/51,CASHLESS@LIONSKARNAVATIHOSPITAL.COM,Yes
Lions Patny Hopital,Street No:4  Road No:7  New Muncipal Park  West Maredpally,,Telangana,Hyderabad,040 - 66200731 / 65267069,drnash99@hotmail.com,Yes
Lisie Hospital,Lisie Junction  Ernakulam North,,Kerala,Ernakulam-Cochin,0484 - 2402044,insurance.lisiehospital@gmail.com,No
Lister Hospital,Opp/ Csi Church  Main Road  Marthandam  Kanniyakumari,,Tamil Nadu,Kanniyakumari,4651-205152/ 7373005500,listermtm@gmail.com,No
Little Flower Hospital And Research Centre,Post Box No. 23 Angamaly - 683572,,Kerala,Angamaly,0484 -  2452546 / 2452547 / 2452548,cro@lfhospital.org,No
Little Lourdes Mission Hospital,KIDANGOOR,,Kerala,Kottayam,,,No
Little Stars Childrens Hospital,8-2-248/1/7/30&30a  Plot No:30  Nagarjuna Hills  Panjagutta,,Telangana,Hyderabad,040 - 66662345,info@lsch.in,Yes
Liv Life Hospital,Plot No 729   Road No 36   Jubliee Hills,,Telangana,Hyderabad,40-30888888,life@livlifehospitals.com,Yes
Livewell Hospital,502 RUDRA ARCADE  HELMET CIRCLE,,Gujarat,Ahmedabad,40303031,LIVEWELLHOSPITAL@GMAIL.COM,Yes
Lj Eye Institute,AMBALA CITY,,Haryana,Ambala,0,,Yes
